lot_id,wafer_id,device_id,test_num,test_name,test_type,result,measured_value,lower_limit,upper_limit,units,bin,test_time_ms
LOT001,W01,D0028,7,TEST_7,parametric,pass,154.68107281580552,140,180,mV,1,75.79235928746101
LOT001,W01,D0028,8,TEST_8,functional,pass,,,,,1,86.65418440173987
LOT001,W01,D0028,9,TEST_9,functional,pass,,,,,1,17.799660825010697
LOT001,W01,D0028,10,TEST_10,functional,pass,,,,,1,31.94770952718604
LOT001,W01,D0029,1,TEST_1,parametric,pass,100.55349521636836,80,120,mV,1,51.823761994290855
LOT001,W01,D0029,2,TEST_2,parametric,pass,106.24591779846223,90,130,mV,1,12.582999799308062
LOT001,W01,D0029,3,TEST_3,parametric,pass,116.88115157427501,100,140,mV,1,86.58575526812132
LOT001,W01,D0029,4,TEST_4,parametric,pass,131.43383522378514,110,150,mV,1,81.80491211452869
LOT001,W01,D0029,5,TEST_5,parametric,pass,143.14079309927547,120,160,mV,1,40.63049588478553
LOT001,W01,D0029,6,TEST_6,parametric,pass,155.6758691311837,130,170,mV,1,34.86417181805664
LOT001,W01,D0029,7,TEST_7,parametric,pass,154.69143787724016,140,180,mV,1,10.91360029948094
LOT001,W01,D0029,8,TEST_8,functional,pass,,,,,1,17.705166576221913
LOT001,W01,D0029,9,TEST_9,functional,pass,,,,,1,53.97200621639086
LOT001,W01,D0029,10,TEST_10,functional,pass,,,,,1,72.15484055018707
LOT001,W01,D0030,1,TEST_1,parametric,pass,96.46554498087272,80,120,mV,1,81.36395813190857
LOT001,W01,D0030,2,TEST_2,parametric,pass,105.38963739634463,90,130,mV,1,18.37480154992045
LOT001,W01,D0030,3,TEST_3,parametric,pass,121.36179629937254,100,140,mV,1,37.55854271170796
LOT001,W01,D0030,4,TEST_4,parametric,pass,137.54942016720668,110,150,mV,1,62.34000267991305
LOT001,W01,D0030,5,TEST_5,parametric,pass,133.93444636515704,120,160,mV,1,48.29534314346933
LOT001,W01,D0030,6,TEST_6,parametric,pass,151.0287674259513,130,170,mV,1,77.13418930422486
LOT001,W01,D0030,7,TEST_7,parametric,pass,156.21347487231313,140,180,mV,1,34.38247842785767
LOT001,W01,D0030,8,TEST_8,functional,pass,,,,,1,20.859029627707525
LOT001,W01,D0030,9,TEST_9,functional,pass,,,,,1,20.759926712954755
LOT001,W01,D0030,10,TEST_10,functional,pass,,,,,1,78.59706485356926
LOT001,W01,D0031,1,TEST_1,parametric,pass,106.80727331026104,80,120,mV,1,26.663485819389578
LOT001,W01,D0031,2,TEST_2,parametric,pass,111.20617073433802,90,130,mV,1,75.21265009837464
LOT001,W01,D0031,3,TEST_3,parametric,pass,125.6255510383858,100,140,mV,1,97.89463205947511
LOT001,W01,D0031,4,TEST_4,parametric,pass,125.97030188347114,110,150,mV,1,19.04734972817117
LOT001,W01,D0031,5,TEST_5,parametric,pass,139.37118000849105,120,160,mV,1,27.47058202819661
LOT001,W01,D0031,6,TEST_6,parametric,pass,150.4434072865861,130,170,mV,1,11.273353053045746
LOT001,W01,D0031,7,TEST_7,parametric,pass,163.1131810564695,140,180,mV,1,58.072158034089696
LOT001,W01,D0031,8,TEST_8,functional,pass,,,,,1,97.68654379924641
LOT001,W01,D0031,9,TEST_9,functional,pass,,,,,1,72.76756536191749
LOT001,W01,D0031,10,TEST_10,functional,pass,,,,,1,88.16150775366496
LOT001,W01,D0032,1,TEST_1,parametric,pass,89.86441762085009,80,120,mV,1,61.6657797663699
LOT001,W01,D0032,2,TEST_2,parametric,pass,110.58151567600079,90,130,mV,1,52.24572504374592
LOT001,W01,D0032,3,TEST_3,parametric,pass,117.02863650255603,100,140,mV,1,14.623904546522006
LOT001,W01,D0032,4,TEST_4,parametric,pass,131.16633351103417,110,150,mV,1,94.6957237091293
LOT001,W01,D0032,5,TEST_5,parametric,pass,130.79936692232192,120,160,mV,1,46.06366980267458
LOT001,W01,D0032,6,TEST_6,parametric,pass,151.2959292404286,130,170,mV,1,16.667395323007582
LOT001,W01,D0032,7,TEST_7,parametric,pass,158.8595730873363,140,180,mV,1,23.427782602628966
LOT001,W01,D0032,8,TEST_8,functional,pass,,,,,1,37.345196065800494
LOT001,W01,D0032,9,TEST_9,functional,pass,,,,,1,20.66064059903154
LOT001,W01,D0032,10,TEST_10,functional,pass,,,,,1,64.56858861186666
LOT001,W01,D0033,1,TEST_1,parametric,pass,98.79401318990291,80,120,mV,1,81.16667468590775
LOT001,W01,D0033,2,TEST_2,parametric,pass,110.92519550120433,90,130,mV,1,50.54630183998788
LOT001,W01,D0033,3,TEST_3,parametric,pass,126.00925661926306,100,140,mV,1,49.84489036173955
LOT001,W01,D0033,4,TEST_4,parametric,pass,139.68797462246363,110,150,mV,1,37.48422198874243
LOT001,W01,D0033,5,TEST_5,parametric,pass,128.31418791172712,120,160,mV,1,65.89245889649337
LOT001,W01,D0033,6,TEST_6,parametric,pass,143.66353014633813,130,170,mV,1,95.28311802928403
LOT001,W01,D0033,7,TEST_7,parametric,pass,154.78272012694435,140,180,mV,1,28.70091152411962
LOT001,W01,D0033,8,TEST_8,functional,pass,,,,,1,69.4385323472833
LOT001,W01,D0033,9,TEST_9,functional,pass,,,,,1,25.643219349379102
LOT001,W01,D0033,10,TEST_10,functional,pass,,,,,1,10.240815034259716
LOT001,W01,D0034,1,TEST_1,parametric,pass,93.61026599406591,80,120,mV,1,36.21333601279248
LOT001,W01,D0034,2,TEST_2,parametric,pass,112.05381568663431,90,130,mV,1,30.832861110042327
LOT001,W01,D0034,3,TEST_3,parametric,pass,117.91849349575911,100,140,mV,1,50.862819376633894
LOT001,W01,D0034,4,TEST_4,parametric,pass,122.49224446797649,110,150,mV,1,71.86464280641184
LOT001,W01,D0034,5,TEST_5,parametric,pass,147.81726830681566,120,160,mV,1,66.25522064477997
LOT001,W01,D0034,6,TEST_6,parametric,pass,145.94929350314337,130,170,mV,1,69.5064738568031
LOT001,W01,D0034,7,TEST_7,parametric,pass,164.81093813444733,140,180,mV,1,59.01061408395208
LOT001,W01,D0034,8,TEST_8,functional,pass,,,,,1,91.75703006913454
LOT001,W01,D0034,9,TEST_9,functional,pass,,,,,1,16.426885317023274
LOT001,W01,D0034,10,TEST_10,functional,pass,,,,,1,37.68506313528093
LOT001,W01,D0035,1,TEST_1,parametric,pass,97.87015924414762,80,120,mV,1,77.4061949862661
LOT001,W01,D0035,2,TEST_2,parametric,pass,106.25765977781008,90,130,mV,1,21.19182923572374
LOT001,W01,D0035,3,TEST_3,parametric,pass,118.26170922218549,100,140,mV,1,71.98101920908843
LOT001,W01,D0035,4,TEST_4,parametric,pass,126.28629227856881,110,150,mV,1,55.0424959406133
LOT001,W01,D0035,5,TEST_5,parametric,pass,128.6351251795314,120,160,mV,1,54.441569741057585
LOT001,W01,D0035,6,TEST_6,parametric,pass,151.2478158497042,130,170,mV,1,48.882579774469534
LOT001,W01,D0035,7,TEST_7,parametric,pass,160.69051070459713,140,180,mV,1,39.008942502246995
LOT001,W01,D0035,8,TEST_8,functional,pass,,,,,1,18.21941979678867
LOT001,W01,D0035,9,TEST_9,functional,pass,,,,,1,85.23627525155632
LOT001,W01,D0035,10,TEST_10,functional,pass,,,,,1,95.57076500257172
LOT001,W01,D0036,1,TEST_1,parametric,pass,107.4685757542917,80,120,mV,1,34.255992337034854
LOT001,W01,D0036,2,TEST_2,parametric,pass,109.9799349956519,90,130,mV,1,13.620850583015455
LOT001,W01,D0036,3,TEST_3,parametric,pass,120.22202784049301,100,140,mV,1,68.63585404903176
LOT001,W01,D0036,4,TEST_4,parametric,pass,124.36600611699596,110,150,mV,1,92.44655091340907
LOT001,W01,D0036,5,TEST_5,parametric,pass,142.76844651907422,120,160,mV,1,67.13062475086781
LOT001,W01,D0036,6,TEST_6,parametric,pass,156.02903570048994,130,170,mV,1,54.255322197191205
LOT001,W01,D0036,7,TEST_7,parametric,pass,163.88481886380532,140,180,mV,1,39.99775542985828
LOT001,W01,D0036,8,TEST_8,functional,pass,,,,,1,87.19597849603174
LOT001,W01,D0036,9,TEST_9,functional,pass,,,,,1,72.43063065850893
LOT001,W01,D0036,10,TEST_10,functional,pass,,,,,1,95.06741856068895
LOT001,W01,D0037,1,TEST_1,parametric,pass,102.50813314178333,80,120,mV,1,83.22094312641754
LOT001,W01,D0037,2,TEST_2,parametric,pass,104.76309469940011,90,130,mV,1,38.306544145315115
LOT001,W01,D0037,3,TEST_3,parametric,pass,118.29491116038378,100,140,mV,1,39.094640764839525
LOT001,W01,D0037,4,TEST_4,parametric,pass,134.99923898864546,110,150,mV,1,56.31366270961946
LOT001,W01,D0037,5,TEST_5,parametric,pass,139.05235646076844,120,160,mV,1,98.93072933035788
LOT001,W01,D0037,6,TEST_6,parametric,pass,146.571828163653,130,170,mV,1,47.19228137193893
LOT001,W01,D0037,7,TEST_7,parametric,pass,154.76962835816164,140,180,mV,1,26.88242872550744
LOT001,W01,D0037,8,TEST_8,functional,pass,,,,,1,78.07988386500163
LOT001,W01,D0037,9,TEST_9,functional,pass,,,,,1,78.39914824549153
LOT001,W01,D0037,10,TEST_10,functional,pass,,,,,1,59.42976751767985
LOT001,W01,D0038,1,TEST_1,parametric,pass,104.8238067742232,80,120,mV,1,72.8425026209955
LOT001,W01,D0038,2,TEST_2,parametric,pass,107.6433308527816,90,130,mV,1,20.928347502635788
LOT001,W01,D0038,3,TEST_3,parametric,pass,126.7536991904857,100,140,mV,1,31.536771609488532
LOT001,W01,D0038,4,TEST_4,parametric,pass,128.84955442207752,110,150,mV,1,24.254034742470914
LOT001,W01,D0038,5,TEST_5,parametric,pass,133.98216849403863,120,160,mV,1,18.388828115337027
LOT001,W01,D0038,6,TEST_6,parametric,pass,148.0095545180942,130,170,mV,1,99.30314254556977
LOT001,W01,D0038,7,TEST_7,parametric,pass,164.75080847319055,140,180,mV,1,20.57195341806018
LOT001,W01,D0038,8,TEST_8,functional,pass,,,,,1,54.853795423647576
LOT001,W01,D0038,9,TEST_9,functional,pass,,,,,1,55.798481356256055
LOT001,W01,D0038,10,TEST_10,functional,pass,,,,,1,85.1251551019025
LOT001,W01,D0039,1,TEST_1,parametric,pass,97.10632238279923,80,120,mV,1,98.2220169343038
LOT001,W01,D0039,2,TEST_2,parametric,pass,110.24926489686561,90,130,mV,1,44.522741192243494
LOT001,W01,D0039,3,TEST_3,parametric,pass,126.32487263695126,100,140,mV,1,92.96813349384057
LOT001,W01,D0039,4,TEST_4,parametric,pass,119.73111447220171,110,150,mV,1,87.76242409857294
LOT001,W01,D0039,5,TEST_5,parametric,pass,139.46781117649647,120,160,mV,1,34.86226625398369
LOT001,W01,D0039,6,TEST_6,parametric,pass,151.2876844586204,130,170,mV,1,94.0823554314268
LOT001,W01,D0039,7,TEST_7,parametric,pass,154.98560876070616,140,180,mV,1,55.696390822869084
LOT001,W01,D0039,8,TEST_8,functional,pass,,,,,1,35.455508495454396
LOT001,W01,D0039,9,TEST_9,functional,pass,,,,,1,62.8243950172745
LOT001,W01,D0039,10,TEST_10,functional,pass,,,,,1,54.06763119901309
LOT001,W01,D0040,1,TEST_1,parametric,pass,103.69952510674945,80,120,mV,1,41.061154752370676
LOT001,W01,D0040,2,TEST_2,parametric,pass,114.99859039904824,90,130,mV,1,59.67256753637299
LOT001,W01,D0040,3,TEST_3,parametric,pass,114.69212831901756,100,140,mV,1,38.95996152061337
LOT001,W01,D0040,4,TEST_4,parametric,pass,128.51453756004162,110,150,mV,1,26.978713633639487
LOT001,W01,D0040,5,TEST_5,parametric,pass,137.8905434958042,120,160,mV,1,31.02062014521038
LOT001,W01,D0040,6,TEST_6,parametric,pass,143.83898035560657,130,170,mV,1,79.7990027589333
LOT001,W01,D0040,7,TEST_7,parametric,pass,167.95360966649488,140,180,mV,1,73.47050929225023
LOT001,W01,D0040,8,TEST_8,functional,pass,,,,,1,44.74708772418841
LOT001,W01,D0040,9,TEST_9,functional,pass,,,,,1,83.86727965385995
LOT001,W01,D0040,10,TEST_10,functional,pass,,,,,1,54.57957846547812
LOT001,W01,D0041,1,TEST_1,parametric,pass,102.23761031991874,80,120,mV,1,13.331765021101857
LOT001,W01,D0041,2,TEST_2,parametric,pass,103.3222255306919,90,130,mV,1,88.27302820259939
LOT001,W01,D0041,3,TEST_3,parametric,pass,119.90386198162443,100,140,mV,1,88.67713366488775
LOT001,W01,D0041,4,TEST_4,parametric,pass,124.31549965548659,110,150,mV,1,51.1235267026818
LOT001,W01,D0041,5,TEST_5,parametric,pass,142.23801124758631,120,160,mV,1,75.01994448135784
LOT001,W01,D0041,6,TEST_6,parametric,pass,143.843361691867,130,170,mV,1,23.892509689439397
LOT001,W01,D0041,7,TEST_7,parametric,pass,163.908281727022,140,180,mV,1,52.254154088625874
LOT001,W01,D0041,8,TEST_8,functional,pass,,,,,1,40.47051106462885
LOT001,W01,D0041,9,TEST_9,functional,pass,,,,,1,68.48529873213454
LOT001,W01,D0041,10,TEST_10,functional,pass,,,,,1,86.71072029093038
LOT001,W01,D0042,1,TEST_1,parametric,pass,103.10078418352985,80,120,mV,1,38.499503854005965
LOT001,W01,D0042,2,TEST_2,parametric,pass,106.22009452964826,90,130,mV,1,74.68456827006847
LOT001,W01,D0042,3,TEST_3,parametric,pass,120.59899407320482,100,140,mV,1,13.230918985391792
LOT001,W01,D0042,4,TEST_4,parametric,pass,119.87195491112718,110,150,mV,1,16.15786724633963
LOT001,W01,D0042,5,TEST_5,parametric,pass,132.3495815123768,120,160,mV,1,99.76833306605938
LOT001,W01,D0042,6,TEST_6,parametric,pass,141.73310129339956,130,170,mV,1,77.20897300641343
LOT001,W01,D0042,7,TEST_7,parametric,pass,157.91678771140673,140,180,mV,1,67.03730459027122
LOT001,W01,D0042,8,TEST_8,functional,pass,,,,,1,49.93106964955352
LOT001,W01,D0042,9,TEST_9,functional,pass,,,,,1,91.30816558454374
LOT001,W01,D0042,10,TEST_10,functional,fail,,,,,2,36.40309983686879
LOT001,W01,D0043,1,TEST_1,parametric,pass,100.91751517100546,80,120,mV,1,43.73569807977834
LOT001,W01,D0043,2,TEST_2,parametric,pass,113.7545776831718,90,130,mV,1,60.93352557243431
LOT001,W01,D0043,3,TEST_3,parametric,pass,124.87632097368736,100,140,mV,1,81.3267526492858
LOT001,W01,D0043,4,TEST_4,parametric,pass,130.97720990533773,110,150,mV,1,88.37556387803693
LOT001,W01,D0043,5,TEST_5,parametric,pass,141.77710572605034,120,160,mV,1,65.77393316836738
LOT001,W01,D0043,6,TEST_6,parametric,pass,150.63604567888888,130,170,mV,1,22.88059481156587
LOT001,W01,D0043,7,TEST_7,parametric,pass,171.0267689598827,140,180,mV,1,51.50349220194978
LOT001,W01,D0043,8,TEST_8,functional,pass,,,,,1,32.97940373432387
LOT001,W01,D0043,9,TEST_9,functional,fail,,,,,9,91.10884812389948
LOT001,W01,D0043,10,TEST_10,functional,pass,,,,,1,24.217805986460824
LOT001,W01,D0044,1,TEST_1,parametric,pass,95.70090017191166,80,120,mV,1,62.88145346137793
LOT001,W01,D0044,2,TEST_2,parametric,pass,111.64831396509577,90,130,mV,1,67.50448321240108
LOT001,W01,D0044,3,TEST_3,parametric,pass,116.62747537210424,100,140,mV,1,86.07735326283388
LOT001,W01,D0044,4,TEST_4,parametric,pass,131.73687362220494,110,150,mV,1,27.92952991980031
LOT001,W01,D0044,5,TEST_5,parametric,pass,135.69789544851383,120,160,mV,1,31.348513173481717
LOT001,W01,D0044,6,TEST_6,parametric,pass,153.80757700658722,130,170,mV,1,61.4730423115665
LOT001,W01,D0044,7,TEST_7,parametric,pass,146.01842158688564,140,180,mV,1,36.570767849494246
LOT001,W01,D0044,8,TEST_8,functional,pass,,,,,1,69.24068343358127
LOT001,W01,D0044,9,TEST_9,functional,pass,,,,,1,60.93361152601291
LOT001,W01,D0044,10,TEST_10,functional,pass,,,,,1,77.02019570487927
LOT001,W01,D0045,1,TEST_1,parametric,pass,92.8968284837404,80,120,mV,1,14.413982569839995
LOT001,W01,D0045,2,TEST_2,parametric,pass,105.40217775009236,90,130,mV,1,91.37397618043528
LOT001,W01,D0045,3,TEST_3,parametric,pass,116.36803294988896,100,140,mV,1,35.7574736313275
LOT001,W01,D0045,4,TEST_4,parametric,pass,132.06526245271658,110,150,mV,1,41.70888602517849
LOT001,W01,D0045,5,TEST_5,parametric,pass,133.48538224240974,120,160,mV,1,67.29560902053026
LOT001,W01,D0045,6,TEST_6,parametric,pass,144.54353669981725,130,170,mV,1,74.88355390036381
LOT001,W01,D0045,7,TEST_7,parametric,pass,154.81824030388117,140,180,mV,1,69.32633862850784
LOT001,W01,D0045,8,TEST_8,functional,pass,,,,,1,66.54232933182085
LOT001,W01,D0045,9,TEST_9,functional,pass,,,,,1,68.17065480014705
LOT001,W01,D0045,10,TEST_10,functional,pass,,,,,1,49.67408711465304
LOT001,W01,D0046,1,TEST_1,parametric,pass,92.87549745049179,80,120,mV,1,18.112003817159703
LOT001,W01,D0046,2,TEST_2,parametric,pass,106.10807960997505,90,130,mV,1,36.55994064662397
LOT001,W01,D0046,3,TEST_3,parametric,pass,119.95081379247237,100,140,mV,1,21.89438179721052
LOT001,W01,D0046,4,TEST_4,parametric,pass,126.89275321971408,110,150,mV,1,58.5466983085979
LOT001,W01,D0046,5,TEST_5,parametric,pass,146.05313844123228,120,160,mV,1,92.21382770335272
LOT001,W01,D0046,6,TEST_6,parametric,pass,148.90391396172194,130,170,mV,1,84.74253576106577
LOT001,W01,D0046,7,TEST_7,parametric,pass,159.59150362223448,140,180,mV,1,53.36630468863671
LOT001,W01,D0046,8,TEST_8,functional,pass,,,,,1,77.19034156453405
LOT001,W01,D0046,9,TEST_9,functional,pass,,,,,1,20.365273670478345
LOT001,W01,D0046,10,TEST_10,functional,pass,,,,,1,22.668131350529443
LOT001,W01,D0047,1,TEST_1,parametric,pass,109.3216441374682,80,120,mV,1,96.98501885164768
LOT001,W01,D0047,2,TEST_2,parametric,pass,115.12104115481543,90,130,mV,1,98.1948018503713
LOT001,W01,D0047,3,TEST_3,parametric,pass,113.82084690196051,100,140,mV,1,97.05427725700291
LOT001,W01,D0047,4,TEST_4,parametric,pass,131.60466383191076,110,150,mV,1,81.16137717300437
LOT001,W01,D0047,5,TEST_5,parametric,pass,135.50637865667517,120,160,mV,1,11.252678959081106
LOT001,W01,D0047,6,TEST_6,parametric,pass,144.6375973667111,130,170,mV,1,70.55455436863782
LOT001,W01,D0047,7,TEST_7,parametric,pass,158.745613463138,140,180,mV,1,70.51067176159118
LOT001,W01,D0047,8,TEST_8,functional,pass,,,,,1,84.01755711040968
LOT001,W01,D0047,9,TEST_9,functional,pass,,,,,1,19.75114919793076
LOT001,W01,D0047,10,TEST_10,functional,pass,,,,,1,12.25221846818341
LOT001,W01,D0048,1,TEST_1,parametric,pass,104.7948281449553,80,120,mV,1,92.37303178688435
LOT001,W01,D0048,2,TEST_2,parametric,pass,105.73164706390182,90,130,mV,1,29.9230480066591
LOT001,W01,D0048,3,TEST_3,parametric,pass,128.59242651354194,100,140,mV,1,91.84488745851029
LOT001,W01,D0048,4,TEST_4,parametric,pass,133.60453801880158,110,150,mV,1,37.19711570763252
LOT001,W01,D0048,5,TEST_5,parametric,pass,137.69924687369746,120,160,mV,1,95.16353795937516
LOT001,W01,D0048,6,TEST_6,parametric,pass,151.49489692951943,130,170,mV,1,37.39281259204047
LOT001,W01,D0048,7,TEST_7,parametric,pass,157.74139469244082,140,180,mV,1,89.85333776756521
LOT001,W01,D0048,8,TEST_8,functional,pass,,,,,1,50.82793812000033
LOT001,W01,D0048,9,TEST_9,functional,pass,,,,,1,76.88261093708545
LOT001,W01,D0048,10,TEST_10,functional,pass,,,,,1,47.72140780732506
LOT001,W01,D0049,1,TEST_1,parametric,pass,100.10474075721592,80,120,mV,1,76.80421132887842
LOT001,W01,D0049,2,TEST_2,parametric,pass,112.92250853888626,90,130,mV,1,18.911947123947563
LOT001,W01,D0049,3,TEST_3,parametric,pass,124.27273296049935,100,140,mV,1,54.041233401065305
LOT001,W01,D0049,4,TEST_4,parametric,pass,119.69209164720743,110,150,mV,1,12.94446581695422
LOT001,W01,D0049,5,TEST_5,parametric,pass,146.71407443232286,120,160,mV,1,43.347696286099186
LOT001,W01,D0049,6,TEST_6,parametric,pass,138.50616200807326,130,170,mV,1,86.99051739753591
LOT001,W01,D0049,7,TEST_7,parametric,pass,164.27043052707637,140,180,mV,1,18.94191621455173
LOT001,W01,D0049,8,TEST_8,functional,pass,,,,,1,59.001927533393044
LOT001,W01,D0049,9,TEST_9,functional,pass,,,,,1,42.28064570910861
LOT001,W01,D0049,10,TEST_10,functional,pass,,,,,1,27.08277059449716
LOT001,W01,D0050,1,TEST_1,parametric,pass,106.98449344012216,80,120,mV,1,50.92456317134654
LOT001,W01,D0050,2,TEST_2,parametric,pass,116.73954803688734,90,130,mV,1,69.64918642557802
LOT001,W01,D0050,3,TEST_3,parametric,pass,115.75815724955763,100,140,mV,1,11.922170926273356
LOT001,W01,D0050,4,TEST_4,parametric,pass,124.75921586649301,110,150,mV,1,80.81151314091551
LOT001,W01,D0050,5,TEST_5,parametric,pass,140.1047936606101,120,160,mV,1,60.8120178317167
LOT001,W01,D0050,6,TEST_6,parametric,pass,152.59198944002674,130,170,mV,1,16.17491375419203
LOT001,W01,D0050,7,TEST_7,parametric,pass,160.3239651630025,140,180,mV,1,29.43562167268073
LOT001,W01,D0050,8,TEST_8,functional,pass,,,,,1,39.57035980890073
LOT001,W01,D0050,9,TEST_9,functional,pass,,,,,1,91.04779320685823
LOT001,W01,D0050,10,TEST_10,functional,fail,,,,,4,98.8774573929555
LOT001,W01,D0051,1,TEST_1,parametric,pass,96.60860310587617,80,120,mV,1,58.61939111768363
LOT001,W01,D0051,2,TEST_2,parametric,pass,110.72419523725337,90,130,mV,1,87.9803099656121
LOT001,W01,D0051,3,TEST_3,parametric,pass,117.69824100233807,100,140,mV,1,21.862290660570775
LOT001,W01,D0051,4,TEST_4,parametric,pass,124.4580268794245,110,150,mV,1,62.99676298453981
LOT001,W01,D0051,5,TEST_5,parametric,pass,146.8517782265974,120,160,mV,1,11.420297516004423
LOT001,W01,D0051,6,TEST_6,parametric,pass,149.74902404622583,130,170,mV,1,47.886450121907124
LOT001,W01,D0051,7,TEST_7,parametric,pass,162.59117155516958,140,180,mV,1,20.228437610789193
LOT001,W01,D0051,8,TEST_8,functional,pass,,,,,1,50.344769284289576
LOT001,W01,D0051,9,TEST_9,functional,pass,,,,,1,63.42994160812244
LOT001,W01,D0051,10,TEST_10,functional,pass,,,,,1,29.93947807764565
LOT001,W01,D0052,1,TEST_1,parametric,pass,93.95791206591217,80,120,mV,1,91.78765191158861
LOT001,W01,D0052,2,TEST_2,parametric,pass,104.66597034313256,90,130,mV,1,69.3012766311363
LOT001,W01,D0052,3,TEST_3,parametric,pass,117.71150775587539,100,140,mV,1,12.803557555930952
LOT001,W01,D0052,4,TEST_4,parametric,pass,136.80525648047245,110,150,mV,1,99.87280795803942
LOT001,W01,D0052,5,TEST_5,parametric,pass,143.02521153186146,120,160,mV,1,19.71656467113045
LOT001,W01,D0052,6,TEST_6,parametric,pass,145.68395673848332,130,170,mV,1,74.11611834073867
LOT001,W01,D0052,7,TEST_7,parametric,pass,149.9537278391639,140,180,mV,1,38.99006377716935
LOT001,W01,D0052,8,TEST_8,functional,pass,,,,,1,21.357242947455045
LOT001,W01,D0052,9,TEST_9,functional,pass,,,,,1,62.682821969330895
LOT001,W01,D0052,10,TEST_10,functional,pass,,,,,1,44.28139589366687
LOT001,W01,D0053,1,TEST_1,parametric,pass,103.7197298868422,80,120,mV,1,63.7652669679382
LOT001,W01,D0053,2,TEST_2,parametric,pass,108.34805281473328,90,130,mV,1,48.7179393241261
LOT001,W01,D0053,3,TEST_3,parametric,pass,125.69970537967961,100,140,mV,1,81.37864837914815
LOT001,W01,D0053,4,TEST_4,parametric,pass,135.4873039269174,110,150,mV,1,88.99355917577927
LOT001,W01,D0053,5,TEST_5,parametric,pass,144.80192207855524,120,160,mV,1,59.6201705550819
LOT001,W01,D0053,6,TEST_6,parametric,pass,153.51861600447438,130,170,mV,1,89.92819197896436
LOT001,W01,D0053,7,TEST_7,parametric,pass,156.03371421465005,140,180,mV,1,47.243221405922206
LOT001,W01,D0053,8,TEST_8,functional,pass,,,,,1,45.8857165831258
LOT001,W01,D0053,9,TEST_9,functional,pass,,,,,1,38.12935149974197
LOT001,W01,D0053,10,TEST_10,functional,pass,,,,,1,32.94008168345013
LOT001,W01,D0054,1,TEST_1,parametric,pass,107.2973851481814,80,120,mV,1,52.684109703019246
LOT001,W01,D0054,2,TEST_2,parametric,pass,107.80975024081553,90,130,mV,1,18.21023095294438
LOT001,W01,D0054,3,TEST_3,parametric,pass,124.57038425241478,100,140,mV,1,77.01300722726911
LOT001,W01,D0054,4,TEST_4,parametric,pass,132.71705946454895,110,150,mV,1,43.53821734383132
LOT001,W01,D0054,5,TEST_5,parametric,pass,141.20293068510716,120,160,mV,1,96.09621614622158
LOT001,W01,D0054,6,TEST_6,parametric,pass,151.28285468892938,130,170,mV,1,60.551504341275525
LOT001,W01,D0054,7,TEST_7,parametric,pass,157.52272756804933,140,180,mV,1,88.62466350108866
LOT001,W01,D0054,8,TEST_8,functional,pass,,,,,1,48.064317018749506
LOT001,W01,D0054,9,TEST_9,functional,pass,,,,,1,14.630147197513844
LOT001,W01,D0054,10,TEST_10,functional,pass,,,,,1,38.12040091788886
LOT001,W01,D0055,1,TEST_1,parametric,pass,95.49296842479755,80,120,mV,1,19.324050933217006
LOT001,W01,D0055,2,TEST_2,parametric,pass,107.10401130329436,90,130,mV,1,53.39704565839497
LOT001,W01,D0055,3,TEST_3,parametric,pass,119.86502343603452,100,140,mV,1,86.25473633214573
LOT001,W01,D0055,4,TEST_4,parametric,pass,126.24983055510096,110,150,mV,1,20.339678217727737
LOT001,W01,D0055,5,TEST_5,parametric,pass,145.15389851093158,120,160,mV,1,35.07113912454993
LOT001,W01,D0055,6,TEST_6,parametric,pass,150.79008607030008,130,170,mV,1,60.48691315732295
LOT001,W01,D0055,7,TEST_7,parametric,pass,165.2348745707534,140,180,mV,1,79.06892786665571
LOT001,W01,D0055,8,TEST_8,functional,pass,,,,,1,70.74790401639733
LOT001,W01,D0055,9,TEST_9,functional,pass,,,,,1,64.80954239977588
LOT001,W01,D0055,10,TEST_10,functional,pass,,,,,1,72.4124069070093
LOT001,W01,D0056,1,TEST_1,parametric,pass,103.92907819314068,80,120,mV,1,78.6168566182898
LOT001,W01,D0056,2,TEST_2,parametric,pass,110.72276156596384,90,130,mV,1,92.93837689298554
LOT001,W01,D0056,3,TEST_3,parametric,pass,118.12406699898496,100,140,mV,1,22.892634130782618
LOT001,W01,D0056,4,TEST_4,parametric,pass,132.54739094331302,110,150,mV,1,69.1610171353116
LOT001,W01,D0056,5,TEST_5,parametric,pass,147.44522617601993,120,160,mV,1,97.46292868822171
LOT001,W01,D0056,6,TEST_6,parametric,pass,153.47979816449626,130,170,mV,1,18.25819147490008
LOT001,W01,D0056,7,TEST_7,parametric,pass,155.23126965425683,140,180,mV,1,50.82812116057156
LOT001,W01,D0056,8,TEST_8,functional,pass,,,,,1,38.047363273379474
LOT001,W01,D0056,9,TEST_9,functional,pass,,,,,1,94.72666815730497
LOT001,W01,D0056,10,TEST_10,functional,pass,,,,,1,89.5007966066509
LOT001,W01,D0057,1,TEST_1,parametric,pass,99.07531831024784,80,120,mV,1,24.00219130640395
LOT001,W01,D0057,2,TEST_2,parametric,pass,110.04452027023058,90,130,mV,1,17.342337477872185
LOT001,W01,D0057,3,TEST_3,parametric,pass,118.40307049968075,100,140,mV,1,49.88016768972934
LOT001,W01,D0057,4,TEST_4,parametric,pass,123.92996316661286,110,150,mV,1,47.27653640944522
